Organization legal name or 'doing business as' name,Group PAC ID, State,Measure Identifier,Measure Title,Measure Performance Rate,Footnote
VANGUARD MEDICAL GROUP PA,5092751842,NJ,CAHPS_GRP_3,Patients' rating of clinicians.,85,
VANGUARD MEDICAL GROUP PA,5092751842,NJ,CAHPS_GRP_5,Health promotion and education.,65,
VANGUARD MEDICAL GROUP PA,5092751842,NJ,CAHPS_GRP_8,Courteous and helpful office staff.,78,
VANGUARD MEDICAL GROUP PA,5092751842,NJ,CAHPS_GRP_9,Clinicians working together for your care.,76,
HSHS MEDICAL GROUP INC,5092857821,IL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",59,
HSHS MEDICAL GROUP INC,5092857821,IL,CAHPS_GRP_10,Between visit communication.,61,
HSHS MEDICAL GROUP INC,5092857821,IL,CAHPS_GRP_12,Attention to patient medication cost.,27,
HSHS MEDICAL GROUP INC,5092857821,IL,CAHPS_GRP_2,How well clinicians communicate.,81,
HSHS MEDICAL GROUP INC,5092857821,IL,CAHPS_GRP_3,Patients' rating of clinicians.,78,
HSHS MEDICAL GROUP INC,5092857821,IL,CAHPS_GRP_5,Health promotion and education.,53,
HSHS MEDICAL GROUP INC,5092857821,IL,CAHPS_GRP_8,Courteous and helpful office staff.,84,
HSHS MEDICAL GROUP INC,5092857821,IL,CAHPS_GRP_9,Clinicians working together for your care.,73,
"BAPTIST MEMORIAL MEDICAL GROUP, INC.",5193610228,MS,CAHPS_GRP_1,"Getting timely care, appointments, and information.",65,
"BAPTIST MEMORIAL MEDICAL GROUP, INC.",5193610228,MS,CAHPS_GRP_10,Between visit communication.,58,
"BAPTIST MEMORIAL MEDICAL GROUP, INC.",5193610228,MS,CAHPS_GRP_12,Attention to patient medication cost.,29,
"BAPTIST MEMORIAL MEDICAL GROUP, INC.",5193610228,MS,CAHPS_GRP_2,How well clinicians communicate.,81,
"BAPTIST MEMORIAL MEDICAL GROUP, INC.",5193610228,MS,CAHPS_GRP_3,Patients' rating of clinicians.,78,
"BAPTIST MEMORIAL MEDICAL GROUP, INC.",5193610228,MS,CAHPS_GRP_5,Health promotion and education.,56,
"BAPTIST MEMORIAL MEDICAL GROUP, INC.",5193610228,MS,CAHPS_GRP_8,Courteous and helpful office staff.,81,
"BAPTIST MEMORIAL MEDICAL GROUP, INC.",5193610228,MS,CAHPS_GRP_9,Clinicians working together for your care.,74,
TIFT REGIONAL MEDICAL CENTER,5193619971,GA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",55,
TIFT REGIONAL MEDICAL CENTER,5193619971,GA,CAHPS_GRP_10,Between visit communication.,67,
TIFT REGIONAL MEDICAL CENTER,5193619971,GA,CAHPS_GRP_12,Attention to patient medication cost.,30,
TIFT REGIONAL MEDICAL CENTER,5193619971,GA,CAHPS_GRP_2,How well clinicians communicate.,83,
TIFT REGIONAL MEDICAL CENTER,5193619971,GA,CAHPS_GRP_3,Patients' rating of clinicians.,84,
TIFT REGIONAL MEDICAL CENTER,5193619971,GA,CAHPS_GRP_5,Health promotion and education.,62,
TIFT REGIONAL MEDICAL CENTER,5193619971,GA,CAHPS_GRP_8,Courteous and helpful office staff.,85,
TIFT REGIONAL MEDICAL CENTER,5193619971,GA,CAHPS_GRP_9,Clinicians working together for your care.,78,
BATON ROUGE GENERAL PHYSICIANS INC,5193623643,LA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",60,
BATON ROUGE GENERAL PHYSICIANS INC,5193623643,LA,CAHPS_GRP_10,Between visit communication.,67,
BATON ROUGE GENERAL PHYSICIANS INC,5193623643,LA,CAHPS_GRP_12,Attention to patient medication cost.,30,
BATON ROUGE GENERAL PHYSICIANS INC,5193623643,LA,CAHPS_GRP_2,How well clinicians communicate.,85,
BATON ROUGE GENERAL PHYSICIANS INC,5193623643,LA,CAHPS_GRP_3,Patients' rating of clinicians.,83,
BATON ROUGE GENERAL PHYSICIANS INC,5193623643,LA,CAHPS_GRP_5,Health promotion and education.,60,
BATON ROUGE GENERAL PHYSICIANS INC,5193623643,LA,CAHPS_GRP_8,Courteous and helpful office staff.,80,
BATON ROUGE GENERAL PHYSICIANS INC,5193623643,LA,CAHPS_GRP_9,Clinicians working together for your care.,77,
"HATTIESBURG CLINIC, PA",5193706794,MS,CAHPS_GRP_1,"Getting timely care, appointments, and information.",62,
"HATTIESBURG CLINIC, PA",5193706794,MS,CAHPS_GRP_10,Between visit communication.,69,
"HATTIESBURG CLINIC, PA",5193706794,MS,CAHPS_GRP_12,Attention to patient medication cost.,34,
"HATTIESBURG CLINIC, PA",5193706794,MS,CAHPS_GRP_2,How well clinicians communicate.,87,
"HATTIESBURG CLINIC, PA",5193706794,MS,CAHPS_GRP_3,Patients' rating of clinicians.,86,
"HATTIESBURG CLINIC, PA",5193706794,MS,CAHPS_GRP_5,Health promotion and education.,57,
"HATTIESBURG CLINIC, PA",5193706794,MS,CAHPS_GRP_8,Courteous and helpful office staff.,88,
"HATTIESBURG CLINIC, PA",5193706794,MS,CAHPS_GRP_9,Clinicians working together for your care.,80,
ROPER SAINT FRANCIS PHYSICIANS NETWORK,5193874824,SC,CAHPS_GRP_1,"Getting timely care, appointments, and information.",61,
ROPER SAINT FRANCIS PHYSICIANS NETWORK,5193874824,SC,CAHPS_GRP_10,Between visit communication.,59,
ROPER SAINT FRANCIS PHYSICIANS NETWORK,5193874824,SC,CAHPS_GRP_12,Attention to patient medication cost.,31,
ROPER SAINT FRANCIS PHYSICIANS NETWORK,5193874824,SC,CAHPS_GRP_2,How well clinicians communicate.,86,
ROPER SAINT FRANCIS PHYSICIANS NETWORK,5193874824,SC,CAHPS_GRP_3,Patients' rating of clinicians.,86,
ROPER SAINT FRANCIS PHYSICIANS NETWORK,5193874824,SC,CAHPS_GRP_5,Health promotion and education.,62,
ROPER SAINT FRANCIS PHYSICIANS NETWORK,5193874824,SC,CAHPS_GRP_8,Courteous and helpful office staff.,87,
ROPER SAINT FRANCIS PHYSICIANS NETWORK,5193874824,SC,CAHPS_GRP_9,Clinicians working together for your care.,78,
PROVIDENCE HEALTH AND SERVICES-OREGON,5294623245,OR,CAHPS_GRP_1,"Getting timely care, appointments, and information.",58,
PROVIDENCE HEALTH AND SERVICES-OREGON,5294623245,OR,CAHPS_GRP_10,Between visit communication.,58,
PROVIDENCE HEALTH AND SERVICES-OREGON,5294623245,OR,CAHPS_GRP_12,Attention to patient medication cost.,26,
PROVIDENCE HEALTH AND SERVICES-OREGON,5294623245,OR,CAHPS_GRP_2,How well clinicians communicate.,78,
PROVIDENCE HEALTH AND SERVICES-OREGON,5294623245,OR,CAHPS_GRP_3,Patients' rating of clinicians.,77,
PROVIDENCE HEALTH AND SERVICES-OREGON,5294623245,OR,CAHPS_GRP_5,Health promotion and education.,58,
PROVIDENCE HEALTH AND SERVICES-OREGON,5294623245,OR,CAHPS_GRP_8,Courteous and helpful office staff.,83,
PROVIDENCE HEALTH AND SERVICES-OREGON,5294623245,OR,CAHPS_GRP_9,Clinicians working together for your care.,75,
"UNIVERSITY HEALTH SYSTEM, INC.",5294646378,TN,CAHPS_GRP_1,"Getting timely care, appointments, and information.",68,
"UNIVERSITY HEALTH SYSTEM, INC.",5294646378,TN,CAHPS_GRP_10,Between visit communication.,58,
"UNIVERSITY HEALTH SYSTEM, INC.",5294646378,TN,CAHPS_GRP_12,Attention to patient medication cost.,43,
"UNIVERSITY HEALTH SYSTEM, INC.",5294646378,TN,CAHPS_GRP_2,How well clinicians communicate.,89,
"UNIVERSITY HEALTH SYSTEM, INC.",5294646378,TN,CAHPS_GRP_3,Patients' rating of clinicians.,87,
"UNIVERSITY HEALTH SYSTEM, INC.",5294646378,TN,CAHPS_GRP_5,Health promotion and education.,63,
"UNIVERSITY HEALTH SYSTEM, INC.",5294646378,TN,CAHPS_GRP_8,Courteous and helpful office staff.,87,
"UNIVERSITY HEALTH SYSTEM, INC.",5294646378,TN,CAHPS_GRP_9,Clinicians working together for your care.,81,
HEALTH ACCESS NETWORK,5294647905,PA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",65,
HEALTH ACCESS NETWORK,5294647905,PA,CAHPS_GRP_10,Between visit communication.,61,
HEALTH ACCESS NETWORK,5294647905,PA,CAHPS_GRP_12,Attention to patient medication cost.,32,
HEALTH ACCESS NETWORK,5294647905,PA,CAHPS_GRP_2,How well clinicians communicate.,91,
HEALTH ACCESS NETWORK,5294647905,PA,CAHPS_GRP_3,Patients' rating of clinicians.,91,
HEALTH ACCESS NETWORK,5294647905,PA,CAHPS_GRP_5,Health promotion and education.,65,
HEALTH ACCESS NETWORK,5294647905,PA,CAHPS_GRP_8,Courteous and helpful office staff.,82,
HEALTH ACCESS NETWORK,5294647905,PA,CAHPS_GRP_9,Clinicians working together for your care.,78,
THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,5294832598,NC,CAHPS_GRP_1,"Getting timely care, appointments, and information.",61,
THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,5294832598,NC,CAHPS_GRP_10,Between visit communication.,67,
THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,5294832598,NC,CAHPS_GRP_12,Attention to patient medication cost.,36,
THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,5294832598,NC,CAHPS_GRP_2,How well clinicians communicate.,86,
THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,5294832598,NC,CAHPS_GRP_3,Patients' rating of clinicians.,87,
THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,5294832598,NC,CAHPS_GRP_5,Health promotion and education.,61,
THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,5294832598,NC,CAHPS_GRP_8,Courteous and helpful office staff.,84,
THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,5294832598,NC,CAHPS_GRP_9,Clinicians working together for your care.,77,
SUMMIT MEDICAL GROUP PA,5395642276,NJ,CAHPS_GRP_1,"Getting timely care, appointments, and information.",60,
SUMMIT MEDICAL GROUP PA,5395642276,NJ,CAHPS_GRP_10,Between visit communication.,63,
SUMMIT MEDICAL GROUP PA,5395642276,NJ,CAHPS_GRP_12,Attention to patient medication cost.,16,
SUMMIT MEDICAL GROUP PA,5395642276,NJ,CAHPS_GRP_2,How well clinicians communicate.,84,
SUMMIT MEDICAL GROUP PA,5395642276,NJ,CAHPS_GRP_3,Patients' rating of clinicians.,81,
SUMMIT MEDICAL GROUP PA,5395642276,NJ,CAHPS_GRP_5,Health promotion and education.,57,
SUMMIT MEDICAL GROUP PA,5395642276,NJ,CAHPS_GRP_8,Courteous and helpful office staff.,74,
SUMMIT MEDICAL GROUP PA,5395642276,NJ,CAHPS_GRP_9,Clinicians working together for your care.,75,
GEISINGER CLINIC,5395657001,PA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",51,
GEISINGER CLINIC,5395657001,PA,CAHPS_GRP_10,Between visit communication.,57,
GEISINGER CLINIC,5395657001,PA,CAHPS_GRP_12,Attention to patient medication cost.,21,
GEISINGER CLINIC,5395657001,PA,CAHPS_GRP_2,How well clinicians communicate.,84,
GEISINGER CLINIC,5395657001,PA,CAHPS_GRP_3,Patients' rating of clinicians.,81,
GEISINGER CLINIC,5395657001,PA,CAHPS_GRP_5,Health promotion and education.,61,
GEISINGER CLINIC,5395657001,PA,CAHPS_GRP_8,Courteous and helpful office staff.,80,
GEISINGER CLINIC,5395657001,PA,CAHPS_GRP_9,Clinicians working together for your care.,76,
"UPMC ALTOONA REGIONAL HEALTH SERVICES, INC.",5395659312,PA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",68,
"UPMC ALTOONA REGIONAL HEALTH SERVICES, INC.",5395659312,PA,CAHPS_GRP_10,Between visit communication.,47,
"UPMC ALTOONA REGIONAL HEALTH SERVICES, INC.",5395659312,PA,CAHPS_GRP_12,Attention to patient medication cost.,22,
"UPMC ALTOONA REGIONAL HEALTH SERVICES, INC.",5395659312,PA,CAHPS_GRP_2,How well clinicians communicate.,84,
"UPMC ALTOONA REGIONAL HEALTH SERVICES, INC.",5395659312,PA,CAHPS_GRP_3,Patients' rating of clinicians.,81,
"UPMC ALTOONA REGIONAL HEALTH SERVICES, INC.",5395659312,PA,CAHPS_GRP_5,Health promotion and education.,53,
"UPMC ALTOONA REGIONAL HEALTH SERVICES, INC.",5395659312,PA,CAHPS_GRP_8,Courteous and helpful office staff.,83,
"UPMC ALTOONA REGIONAL HEALTH SERVICES, INC.",5395659312,PA,CAHPS_GRP_9,Clinicians working together for your care.,76,
HIGHLAND HOSPITAL OF ROCHESTER,5496641631,NY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",69,
HIGHLAND HOSPITAL OF ROCHESTER,5496641631,NY,CAHPS_GRP_10,Between visit communication.,56,
HIGHLAND HOSPITAL OF ROCHESTER,5496641631,NY,CAHPS_GRP_12,Attention to patient medication cost.,,8
HIGHLAND HOSPITAL OF ROCHESTER,5496641631,NY,CAHPS_GRP_2,How well clinicians communicate.,81,
HIGHLAND HOSPITAL OF ROCHESTER,5496641631,NY,CAHPS_GRP_3,Patients' rating of clinicians.,83,
HIGHLAND HOSPITAL OF ROCHESTER,5496641631,NY,CAHPS_GRP_5,Health promotion and education.,66,
HIGHLAND HOSPITAL OF ROCHESTER,5496641631,NY,CAHPS_GRP_8,Courteous and helpful office staff.,83,
HIGHLAND HOSPITAL OF ROCHESTER,5496641631,NY,CAHPS_GRP_9,Clinicians working together for your care.,73,
"OHIO STATE UNIVERSITY MEDICAL CENTER, DEPARTMENT OF INTERNAL MEDICINE",5496651408,OH,CAHPS_GRP_1,"Getting timely care, appointments, and information.",69,
"OHIO STATE UNIVERSITY MEDICAL CENTER, DEPARTMENT OF INTERNAL MEDICINE",5496651408,OH,CAHPS_GRP_10,Between visit communication.,50,
"OHIO STATE UNIVERSITY MEDICAL CENTER, DEPARTMENT OF INTERNAL MEDICINE",5496651408,OH,CAHPS_GRP_12,Attention to patient medication cost.,29,
"OHIO STATE UNIVERSITY MEDICAL CENTER, DEPARTMENT OF INTERNAL MEDICINE",5496651408,OH,CAHPS_GRP_2,How well clinicians communicate.,85,
"OHIO STATE UNIVERSITY MEDICAL CENTER, DEPARTMENT OF INTERNAL MEDICINE",5496651408,OH,CAHPS_GRP_3,Patients' rating of clinicians.,83,
"OHIO STATE UNIVERSITY MEDICAL CENTER, DEPARTMENT OF INTERNAL MEDICINE",5496651408,OH,CAHPS_GRP_5,Health promotion and education.,63,
"OHIO STATE UNIVERSITY MEDICAL CENTER, DEPARTMENT OF INTERNAL MEDICINE",5496651408,OH,CAHPS_GRP_8,Courteous and helpful office staff.,85,
"OHIO STATE UNIVERSITY MEDICAL CENTER, DEPARTMENT OF INTERNAL MEDICINE",5496651408,OH,CAHPS_GRP_9,Clinicians working together for your care.,78,
SUMMIT PHYSICIAN SERVICES,5496659484,PA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",59,
SUMMIT PHYSICIAN SERVICES,5496659484,PA,CAHPS_GRP_10,Between visit communication.,49,
SUMMIT PHYSICIAN SERVICES,5496659484,PA,CAHPS_GRP_12,Attention to patient medication cost.,25,
SUMMIT PHYSICIAN SERVICES,5496659484,PA,CAHPS_GRP_2,How well clinicians communicate.,82,
SUMMIT PHYSICIAN SERVICES,5496659484,PA,CAHPS_GRP_3,Patients' rating of clinicians.,80,
SUMMIT PHYSICIAN SERVICES,5496659484,PA,CAHPS_GRP_5,Health promotion and education.,60,
SUMMIT PHYSICIAN SERVICES,5496659484,PA,CAHPS_GRP_8,Courteous and helpful office staff.,82,
SUMMIT PHYSICIAN SERVICES,5496659484,PA,CAHPS_GRP_9,Clinicians working together for your care.,77,
DREXEL UNIVERSITY,5496664740,PA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",64,
DREXEL UNIVERSITY,5496664740,PA,CAHPS_GRP_10,Between visit communication.,58,
DREXEL UNIVERSITY,5496664740,PA,CAHPS_GRP_12,Attention to patient medication cost.,30,
DREXEL UNIVERSITY,5496664740,PA,CAHPS_GRP_2,How well clinicians communicate.,89,
DREXEL UNIVERSITY,5496664740,PA,CAHPS_GRP_3,Patients' rating of clinicians.,86,
DREXEL UNIVERSITY,5496664740,PA,CAHPS_GRP_5,Health promotion and education.,70,
DREXEL UNIVERSITY,5496664740,PA,CAHPS_GRP_8,Courteous and helpful office staff.,80,
DREXEL UNIVERSITY,5496664740,PA,CAHPS_GRP_9,Clinicians working together for your care.,76,
UNC PHYSICIANS NETWORK,5496940546,NC,CAHPS_GRP_1,"Getting timely care, appointments, and information.",58,
UNC PHYSICIANS NETWORK,5496940546,NC,CAHPS_GRP_10,Between visit communication.,56,
UNC PHYSICIANS NETWORK,5496940546,NC,CAHPS_GRP_12,Attention to patient medication cost.,30,
UNC PHYSICIANS NETWORK,5496940546,NC,CAHPS_GRP_2,How well clinicians communicate.,85,
UNC PHYSICIANS NETWORK,5496940546,NC,CAHPS_GRP_3,Patients' rating of clinicians.,80,
UNC PHYSICIANS NETWORK,5496940546,NC,CAHPS_GRP_5,Health promotion and education.,63,
UNC PHYSICIANS NETWORK,5496940546,NC,CAHPS_GRP_8,Courteous and helpful office staff.,84,
UNC PHYSICIANS NETWORK,5496940546,NC,CAHPS_GRP_9,Clinicians working together for your care.,77,
HUTCHINSON CLINIC PA INC,5597658492,KS,CAHPS_GRP_1,"Getting timely care, appointments, and information.",64,
HUTCHINSON CLINIC PA INC,5597658492,KS,CAHPS_GRP_10,Between visit communication.,54,
HUTCHINSON CLINIC PA INC,5597658492,KS,CAHPS_GRP_12,Attention to patient medication cost.,27,
HUTCHINSON CLINIC PA INC,5597658492,KS,CAHPS_GRP_2,How well clinicians communicate.,78,
HUTCHINSON CLINIC PA INC,5597658492,KS,CAHPS_GRP_3,Patients' rating of clinicians.,,8
HUTCHINSON CLINIC PA INC,5597658492,KS,CAHPS_GRP_5,Health promotion and education.,46,
HUTCHINSON CLINIC PA INC,5597658492,KS,CAHPS_GRP_8,Courteous and helpful office staff.,82,
HUTCHINSON CLINIC PA INC,5597658492,KS,CAHPS_GRP_9,Clinicians working together for your care.,71,
"MANKATO CLINIC, LTD.",5597677955,MN,CAHPS_GRP_1,"Getting timely care, appointments, and information.",51,
"MANKATO CLINIC, LTD.",5597677955,MN,CAHPS_GRP_10,Between visit communication.,71,
"MANKATO CLINIC, LTD.",5597677955,MN,CAHPS_GRP_12,Attention to patient medication cost.,20,
"MANKATO CLINIC, LTD.",5597677955,MN,CAHPS_GRP_2,How well clinicians communicate.,84,
"MANKATO CLINIC, LTD.",5597677955,MN,CAHPS_GRP_3,Patients' rating of clinicians.,80,
"MANKATO CLINIC, LTD.",5597677955,MN,CAHPS_GRP_5,Health promotion and education.,58,
"MANKATO CLINIC, LTD.",5597677955,MN,CAHPS_GRP_8,Courteous and helpful office staff.,82,
"MANKATO CLINIC, LTD.",5597677955,MN,CAHPS_GRP_9,Clinicians working together for your care.,75,
SANFORD HEALTH OF NORTHERN MINNESOTA,5597725168,MN,CAHPS_GRP_1,"Getting timely care, appointments, and information.",62,
SANFORD HEALTH OF NORTHERN MINNESOTA,5597725168,MN,CAHPS_GRP_10,Between visit communication.,,8
SANFORD HEALTH OF NORTHERN MINNESOTA,5597725168,MN,CAHPS_GRP_12,Attention to patient medication cost.,22,
SANFORD HEALTH OF NORTHERN MINNESOTA,5597725168,MN,CAHPS_GRP_2,How well clinicians communicate.,81,
SANFORD HEALTH OF NORTHERN MINNESOTA,5597725168,MN,CAHPS_GRP_3,Patients' rating of clinicians.,82,
SANFORD HEALTH OF NORTHERN MINNESOTA,5597725168,MN,CAHPS_GRP_5,Health promotion and education.,63,
SANFORD HEALTH OF NORTHERN MINNESOTA,5597725168,MN,CAHPS_GRP_8,Courteous and helpful office staff.,85,
SANFORD HEALTH OF NORTHERN MINNESOTA,5597725168,MN,CAHPS_GRP_9,Clinicians working together for your care.,75,
RELIANT MEDICAL GROUP,5597755322,MA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",67,
RELIANT MEDICAL GROUP,5597755322,MA,CAHPS_GRP_10,Between visit communication.,74,
RELIANT MEDICAL GROUP,5597755322,MA,CAHPS_GRP_12,Attention to patient medication cost.,18,
RELIANT MEDICAL GROUP,5597755322,MA,CAHPS_GRP_2,How well clinicians communicate.,86,
RELIANT MEDICAL GROUP,5597755322,MA,CAHPS_GRP_3,Patients' rating of clinicians.,86,
RELIANT MEDICAL GROUP,5597755322,MA,CAHPS_GRP_5,Health promotion and education.,64,
RELIANT MEDICAL GROUP,5597755322,MA,CAHPS_GRP_8,Courteous and helpful office staff.,88,
RELIANT MEDICAL GROUP,5597755322,MA,CAHPS_GRP_9,Clinicians working together for your care.,74,
BAPTIST HEALTH MEDICAL GROUP INC,5597867184,KY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",59,
BAPTIST HEALTH MEDICAL GROUP INC,5597867184,KY,CAHPS_GRP_10,Between visit communication.,57,
BAPTIST HEALTH MEDICAL GROUP INC,5597867184,KY,CAHPS_GRP_12,Attention to patient medication cost.,36,
BAPTIST HEALTH MEDICAL GROUP INC,5597867184,KY,CAHPS_GRP_2,How well clinicians communicate.,80,
BAPTIST HEALTH MEDICAL GROUP INC,5597867184,KY,CAHPS_GRP_3,Patients' rating of clinicians.,80,
BAPTIST HEALTH MEDICAL GROUP INC,5597867184,KY,CAHPS_GRP_5,Health promotion and education.,58,
BAPTIST HEALTH MEDICAL GROUP INC,5597867184,KY,CAHPS_GRP_8,Courteous and helpful office staff.,79,
BAPTIST HEALTH MEDICAL GROUP INC,5597867184,KY,CAHPS_GRP_9,Clinicians working together for your care.,76,
WINTHROP COMMUNITY MEDICAL AFFILIATES PC,5698092385,NY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",76,
WINTHROP COMMUNITY MEDICAL AFFILIATES PC,5698092385,NY,CAHPS_GRP_10,Between visit communication.,,8
WINTHROP COMMUNITY MEDICAL AFFILIATES PC,5698092385,NY,CAHPS_GRP_12,Attention to patient medication cost.,,8
WINTHROP COMMUNITY MEDICAL AFFILIATES PC,5698092385,NY,CAHPS_GRP_2,How well clinicians communicate.,,8
WINTHROP COMMUNITY MEDICAL AFFILIATES PC,5698092385,NY,CAHPS_GRP_3,Patients' rating of clinicians.,86,
WINTHROP COMMUNITY MEDICAL AFFILIATES PC,5698092385,NY,CAHPS_GRP_5,Health promotion and education.,,8
WINTHROP COMMUNITY MEDICAL AFFILIATES PC,5698092385,NY,CAHPS_GRP_8,Courteous and helpful office staff.,,8
WINTHROP COMMUNITY MEDICAL AFFILIATES PC,5698092385,NY,CAHPS_GRP_9,Clinicians working together for your care.,88,
EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION,5698675510,VA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",54,
EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION,5698675510,VA,CAHPS_GRP_10,Between visit communication.,62,
EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION,5698675510,VA,CAHPS_GRP_12,Attention to patient medication cost.,28,
EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION,5698675510,VA,CAHPS_GRP_2,How well clinicians communicate.,,8
EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION,5698675510,VA,CAHPS_GRP_3,Patients' rating of clinicians.,,8
EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION,5698675510,VA,CAHPS_GRP_5,Health promotion and education.,65,
EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION,5698675510,VA,CAHPS_GRP_8,Courteous and helpful office staff.,78,
EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION,5698675510,VA,CAHPS_GRP_9,Clinicians working together for your care.,76,
MAYO CLINIC - FLORIDA,5698689297,FL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",66,
MAYO CLINIC - FLORIDA,5698689297,FL,CAHPS_GRP_10,Between visit communication.,73,
MAYO CLINIC - FLORIDA,5698689297,FL,CAHPS_GRP_12,Attention to patient medication cost.,23,
MAYO CLINIC - FLORIDA,5698689297,FL,CAHPS_GRP_2,How well clinicians communicate.,87,
MAYO CLINIC - FLORIDA,5698689297,FL,CAHPS_GRP_3,Patients' rating of clinicians.,89,
MAYO CLINIC - FLORIDA,5698689297,FL,CAHPS_GRP_5,Health promotion and education.,61,
MAYO CLINIC - FLORIDA,5698689297,FL,CAHPS_GRP_8,Courteous and helpful office staff.,87,
MAYO CLINIC - FLORIDA,5698689297,FL,CAHPS_GRP_9,Clinicians working together for your care.,78,
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",54,
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,CAHPS_GRP_10,Between visit communication.,55,
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,CAHPS_GRP_12,Attention to patient medication cost.,30,
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,CAHPS_GRP_2,How well clinicians communicate.,78,
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,CAHPS_GRP_3,Patients' rating of clinicians.,78,
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,CAHPS_GRP_5,Health promotion and education.,54,
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,CAHPS_GRP_8,Courteous and helpful office staff.,81,
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,CAHPS_GRP_9,Clinicians working together for your care.,72,
CENTRAL BROOKLYN MEDICAL GROUP PC,5799674248,NY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,8
CENTRAL BROOKLYN MEDICAL GROUP PC,5799674248,NY,CAHPS_GRP_10,Between visit communication.,58,
CENTRAL BROOKLYN MEDICAL GROUP PC,5799674248,NY,CAHPS_GRP_12,Attention to patient medication cost.,16,
CENTRAL BROOKLYN MEDICAL GROUP PC,5799674248,NY,CAHPS_GRP_2,How well clinicians communicate.,,8
CENTRAL BROOKLYN MEDICAL GROUP PC,5799674248,NY,CAHPS_GRP_3,Patients' rating of clinicians.,,8
CENTRAL BROOKLYN MEDICAL GROUP PC,5799674248,NY,CAHPS_GRP_5,Health promotion and education.,52,
CENTRAL BROOKLYN MEDICAL GROUP PC,5799674248,NY,CAHPS_GRP_8,Courteous and helpful office staff.,,8
CENTRAL BROOKLYN MEDICAL GROUP PC,5799674248,NY,CAHPS_GRP_9,Clinicians working together for your care.,,8
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,WI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",69,
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,WI,CAHPS_GRP_10,Between visit communication.,64,
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,WI,CAHPS_GRP_12,Attention to patient medication cost.,24,
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,WI,CAHPS_GRP_2,How well clinicians communicate.,85,
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,WI,CAHPS_GRP_3,Patients' rating of clinicians.,82,
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,WI,CAHPS_GRP_5,Health promotion and education.,57,
